n,Site_ID,Unit,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
13,KMZINZG002,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.47,0.47,912,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7715698902377, -29.6153152574039)"
14,KMZINZG002,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.44,0.44,912,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7723413809285, -29.6153152574039)"
15,KMZINZG002,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.44,0.44,912,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7692554181655, -29.6145437667131)"
16,KMZINZG002,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.44,0.44,912,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7700269088562, -29.6145437667131)"
17,KMZINZG002,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.46,0.46,912,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.770798399547, -29.6145437667131)"
18,KMZINZG002,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.46,0.46,912,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7715698902377, -29.6145437667131)"
19,KMZINZG002,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.44,0.44,912,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7723413809285, -29.6145437667131)"
1,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.42,0.42,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7589318431507, -29.6277265701124)"
2,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.38,0.38,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7597033818013, -29.6277265701124)"
3,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.41,0.41,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.760474920452, -29.6277265701124)"
4,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.44,0.44,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7612464591026, -29.6277265701124)"
5,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.4,0.4,872,16.6,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7581603045, -29.6269550314617)"
6,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.42,0.42,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7589318431507, -29.6269550314617)"
7,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.41,0.41,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7597033818013, -29.6269550314617)"
8,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.41,0.41,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.760474920452, -29.6269550314617)"
9,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.4,0.4,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7612464591026, -29.6269550314617)"
10,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.42,0.42,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7620179977533, -29.6269550314617)"
11,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.43,0.43,872,16.6,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7581603045, -29.6261834928111)"
12,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.39,0.39,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7589318431507, -29.6261834928111)"
13,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.41,0.41,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7597033818013, -29.6261834928111)"
14,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.42,0.42,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.760474920452, -29.6261834928111)"
15,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.4,0.4,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7612464591026, -29.6261834928111)"
16,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.38,0.38,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7620179977533, -29.6261834928111)"
17,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.10000000149011612,0.4,0.4,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7589318431507, -29.6254119541604)"
18,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.39,0.39,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7597033818013, -29.6254119541604)"
19,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.38,0.38,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.760474920452, -29.6254119541604)"
20,KMZINZG004,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.39,0.39,885,16.4,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7612464591026, -29.6254119541604)"
1,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.44,0.44,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7436859794373, -29.6226674999635)"
2,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.44,0.44,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7444575084932, -29.6226674999635)"
3,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.43,0.43,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.745229037549, -29.6226674999635)"
4,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.45,0.45,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7460005666049, -29.6226674999635)"
5,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.20000000298023224,0.46,0.46,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7429144503814, -29.6218959709077)"
6,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.47,0.47,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7436859794373, -29.6218959709077)"
7,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.51,0.51,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7444575084932, -29.6218959709077)"
8,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.48,0.48,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.745229037549, -29.6218959709077)"
9,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.44,0.44,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7460005666049, -29.6218959709077)"
10,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.45,0.45,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7467720956608, -29.6218959709077)"
11,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0.20000000298023224,0.48,0.48,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7429144503814, -29.6211244418518)"
12,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.45,0.45,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7436859794373, -29.6211244418518)"
13,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.49,0.49,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7444575084932, -29.6211244418518)"
14,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.5,0.5,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.745229037549, -29.6211244418518)"
15,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.48,0.48,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7460005666049, -29.6211244418518)"
16,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.45,0.45,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7467720956608, -29.6211244418518)"
17,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.47,0.47,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7436859794373, -29.6203529127959)"
18,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.48,0.48,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7444575084932, -29.6203529127959)"
19,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.46,0.46,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.745229037549, -29.6203529127959)"
20,KMZINZG005,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.46,0.46,883,16.4,35.58012390136719,7.066222667694092,10.182135581970215,"c(29.7460005666049, -29.6203529127959)"
1,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.4,0.4,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7823740197614, -29.6370238248652)"
2,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.41,0.41,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7831455767257, -29.6370238248652)"
3,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.4,0.4,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7808309058328, -29.6362522679009)"
4,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.38,0.38,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7816024627971, -29.6362522679009)"
5,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.37,0.37,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7823740197614, -29.6362522679009)"
6,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.41,0.41,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7831455767257, -29.6362522679009)"
7,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.4,0.4,917,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.78391713369, -29.6362522679009)"
8,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.36,0.36,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7808309058328, -29.6354807109366)"
9,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.38,0.38,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7816024627971, -29.6354807109366)"
10,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.4,0.4,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7823740197614, -29.6354807109366)"
11,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.4,0.4,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7831455767257, -29.6354807109366)"
12,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.41,0.41,917,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.78391713369, -29.6354807109366)"
13,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.39,0.39,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7808309058328, -29.6347091539723)"
14,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.39,0.39,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7816024627971, -29.6347091539723)"
15,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.39,0.39,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7823740197614, -29.6347091539723)"
16,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.42,0.42,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7831455767257, -29.6347091539723)"
17,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.39,0.39,917,15.7,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.78391713369, -29.6347091539723)"
18,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.38,0.38,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7816024627971, -29.6339375970081)"
19,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.39,0.39,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7823740197614, -29.6339375970081)"
20,KMZINZG006,KMZINZG,Inzinga,uMkhomazi,5036.4497649000805,0.7911727997583331,3984.702061338195,0.3414402171443034,0,0.41,0.41,908,16,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7831455767257, -29.6339375970081)"
4,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.41,0.41,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7973592401248, -29.5914421355977)"
7,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.43,0.43,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7958164822213, -29.590670756646)"
8,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.42,0.42,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7965878611731, -29.590670756646)"
9,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.41,0.41,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7973592401248, -29.590670756646)"
11,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.38,0.38,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7950451032696, -29.5898993776942)"
12,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.39,0.39,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7958164822213, -29.5898993776942)"
13,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.41,0.41,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7965878611731, -29.5898993776942)"
14,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.39,0.39,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7973592401248, -29.5898993776942)"
15,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.10000000149011612,0.42,0.42,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7942737243178, -29.5891279987425)"
16,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.39,0.39,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7950451032696, -29.5891279987425)"
17,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.38,0.38,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7958164822213, -29.5891279987425)"
18,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.39,0.39,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7965878611731, -29.5891279987425)"
19,KMZISYB002,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0,0.37,0.37,926,15.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.7973592401248, -29.5891279987425)"
1,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.4,0.4,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8270085182056, -29.5969622014331)"
2,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.42,0.42,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8277798955553, -29.5969622014331)"
3,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.42,0.42,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8254657635061, -29.5961908240834)"
4,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.41,0.41,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8262371408558, -29.5961908240834)"
5,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.4,0.4,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8270085182056, -29.5961908240834)"
6,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.4,0.4,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8277798955553, -29.5961908240834)"
7,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.42,0.42,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.828551272905, -29.5961908240834)"
8,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.42,0.42,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8254657635061, -29.5954194467337)"
9,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.41,0.41,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8262371408558, -29.5954194467337)"
10,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.45,0.45,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8270085182056, -29.5954194467337)"
11,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.42,0.42,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8277798955553, -29.5954194467337)"
12,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.4,0.4,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.828551272905, -29.5954194467337)"
13,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.5,0.43,0.43,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8293226502547, -29.5954194467337)"
14,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.42,0.42,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8254657635061, -29.594648069384)"
15,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.4,0.4,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8262371408558, -29.594648069384)"
16,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.44,0.44,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8270085182056, -29.594648069384)"
17,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.4,0.4,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8277798955553, -29.594648069384)"
18,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.41,0.41,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.828551272905, -29.594648069384)"
19,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.42,0.42,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8262371408558, -29.5938766920343)"
20,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.41,0.41,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8270085182056, -29.5938766920343)"
21,KMZISYB006,KMZISYB,Inguga,uMkhomazi,2045.3003435781152,0.7482480523039581,1530.3919984589409,0.2632142917386122,0.6000000238418579,0.43,0.43,1060,12.1,38.6478157043457,8.632303237915039,12.517271995544434,"c(29.8277798955553, -29.5938766920343)"
1,FZTZCBN001,FZTZCBN,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.48,0.48,854,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1516778573, -28.5693784307276)"
2,FZTZCBN001,FZTZCBN,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.48,0.48,854,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1524447327849, -28.5693784307276)"
3,FZTZCBN001,FZTZCBN,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.47,0.47,854,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1532116082699, -28.5693784307276)"
4,FZTZCBN001,FZTZCBN,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.30000001192092896,0.45,0.45,854,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.1539784837548, -28.5693784307276)"
5,FZTZCBN001,FZTZCBN,Esigcalabeni,uMfolozi-uMhlatuze,3318.759101923527,0.5665529835764217,1880.25287096618,0.08376811777336014,0.10000000149011612,0.49,0.49,854,17.4,39.246917724609375,8.047755241394043,5.473348140716553,"c(31.150910981815, -28.5686115552426)"
