n,Association,Landscape,Area_ha,Elig_prop,Elig_ha,Fire_elig,fire,sand,bulkdens,map,mat,cattle,goat,sheep,geom
17,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3164463546157, -30.8545459498405)"
18,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,749,15.4,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.332533669893, -30.8537610066881)"
19,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,742,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3034634946688, -30.8461408351629)"
20,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.38,0.38,761,13.6,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3244929645229, -30.8242101310301)"
21,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.30000001192092896,0.43,0.43,751,13.5,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2635385448294, -30.8226131608901)"
22,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.37,0.37,735,15.2,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.284922224344, -30.8299515058555)"
23,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.699999988079071,0.46,0.46,782,12.7,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3245695836334, -30.8088218717803)"
24,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.4,0.4,759,14.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3431279643223, -30.8404407214431)"
25,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.45,0.45,752,14.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.2946346861707, -30.8580881054699)"
26,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.47,0.47,745,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3149259771363, -30.8479584939979)"
27,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.42,0.42,785,12.5,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2944284183824, -30.8114849909046)"
28,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.20000000298023224,0.41,0.41,775,12.6,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2743920309135, -30.809186634748)"
29,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.6000000238418579,0.4,0.4,761,13.6,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3180267109135, -30.8191452142647)"
30,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.41,0.41,743,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3113758937397, -30.8344598386223)"
31,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.39,0.39,759,14.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3431476470157, -30.8413491342071)"
32,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.39,0.39,747,14.5,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3131713639156, -30.8311568384163)"
33,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,748,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3218224396895, -30.8560851919423)"
34,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.42,0.42,755,14.3,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3108771526113, -30.8676006105077)"
35,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.6000000238418579,0.4,0.4,774,13.2,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3301290653662, -30.8257438612809)"
36,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.46,0.46,752,15.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3333722225794, -30.8584252570833)"
37,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.37,0.37,755,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3625705797087, -30.846079655923)"
38,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.47,0.47,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3213892980338, -30.8711977681521)"
39,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,749,14.8,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3144587625131, -30.8595475196395)"
40,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.20000000298023224,0.42,0.42,749,14.8,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3097500354882, -30.8653882325626)"
41,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.20000000298023224,0.4,0.4,741,14,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2500634307318, -30.8321690097994)"
42,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.37,0.37,750,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3442572192735, -30.8444097253936)"
43,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,752,15.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3558348454545, -30.8534876490862)"
44,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.48,0.48,752,15.5,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3430717702811, -30.8595791806716)"
45,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,741,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3052389059625, -30.8379016718864)"
46,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.39,0.39,774,13.2,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.325370638779, -30.8321589943631)"
47,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.30000001192092896,0.4,0.4,771,12.7,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2630362185376, -30.8163025578845)"
48,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.46,0.46,752,13.8,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.2884381196662, -30.8418987995916)"
49,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.30000001192092896,0.4,0.4,778,12.8,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3147767949249, -30.8105597629382)"
50,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.4,0.4,750,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3436157285577, -30.8459193949387)"
51,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.39,0.39,755,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.36193457546, -30.8437684094171)"
52,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.39,0.39,756,13.8,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3058742089726, -30.8177484534504)"
53,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.42,0.42,775,12.6,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2737197363034, -30.8125158729522)"
54,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.37,0.37,755,14.5,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3510671288106, -30.839630529662)"
55,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.48,0.48,752,15.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3397475121089, -30.8591544717676)"
56,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3062987102249, -30.858073983729)"
57,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.42,0.42,744,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3133871527484, -30.8545976232077)"
58,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.43,0.43,750,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3365490016587, -30.8474230320049)"
59,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.5,0.39,0.39,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3225139620125, -30.8732807708392)"
60,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.38,0.38,754,14.5,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.333719613753, -30.835614327018)"
61,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.30000001192092896,0.4,0.4,741,14.4,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2856072941886, -30.8194802742426)"
62,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.42,0.42,735,15.1,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2827008263577, -30.8254787303092)"
63,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,742,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3060662862199, -30.8438988528046)"
64,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.6000000238418579,0.38,0.38,774,13.1,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3266216363434, -30.8235535132967)"
65,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,755,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3603318071808, -30.8477433197913)"
66,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.6000000238418579,0.42,0.42,790,12.5,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3260819881033, -30.8108139381886)"
67,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.41,0.41,750,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3417281442445, -30.8499250853821)"
68,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.41,0.41,754,14.5,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.338781504891, -30.8347962792891)"
69,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.20000000298023224,0.39,0.39,760,13.6,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3092409710194, -30.8223096520077)"
70,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.37,0.37,743,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3109164820998, -30.8379079391816)"
71,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,748,15.4,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3392194585055, -30.8574675214375)"
72,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.38,0.38,735,15.2,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2907311134324, -30.8278244531099)"
73,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,751,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.330248844821, -30.8661447158743)"
74,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.42,0.42,745,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3090874488859, -30.848347510546)"
75,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.43,0.43,747,14.5,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.3139906802568, -30.8269434280856)"
76,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.35,0.35,739,14.8,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2939876909791, -30.8312671581965)"
77,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.699999988079071,0.38,0.38,769,13.5,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3151391748274, -30.876511557299)"
78,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.4,0.4,739,14.8,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2922620747683, -30.8267296781509)"
79,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.48,0.48,752,15.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3346900376904, -30.8601182200045)"
80,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,750,15.2,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3491868576733, -30.8474745893193)"
81,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,755,15,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.360761786238, -30.8441640410542)"
82,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.30000001192092896,0.44,0.44,751,13.4,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2573089739737, -30.819044961233)"
83,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.42,0.42,746,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3263181901584, -30.8350896694932)"
84,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.44,0.44,765,13.7,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3170280405278, -30.8683261241357)"
85,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.44,0.44,765,13.5,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.308124739317, -30.8674034331099)"
86,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.43,0.43,747,15.4,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3262042208513, -30.8472630673264)"
87,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.43,0.43,747,14.5,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.2943976205902, -30.84860700845)"
88,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.4000000059604645,0.39,0.39,778,12.6,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2884837461926, -30.8095538642967)"
89,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,751,15.3,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3503470281431, -30.849291715281)"
90,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.45,0.45,748,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3224551643277, -30.8520512231634)"
91,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,740,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.2944307434416, -30.8404446496772)"
92,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.48,0.48,741,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3002767766236, -30.8408007038329)"
93,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.43,0.43,751,15.5,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3489657651396, -30.8579508649787)"
94,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.45,0.45,748,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3170652172455, -30.854138730361)"
95,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.30000001192092896,0.41,0.41,751,13.4,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2574810461864, -30.8214982414343)"
96,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.37,0.37,735,15.2,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2875561975855, -30.8318065033478)"
97,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.4,0.4,746,15.1,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3331910259009, -30.8380640055317)"
98,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.41,0.41,741,15.4,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3188038147343, -30.8363304819469)"
99,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0,0.47,0.47,749,15.2,38.33924102783203,16.95063591003418,14.679498672485352,"c(28.3214480447584, -30.8602009949694)"
100,Upper Tsitsana,Tsitsa,4807.845280002913,0.7712211188183044,3707.91181594915,0.22023290115933225,0.10000000149011612,0.39,0.39,734,14.8,36.95469284057617,17.804088592529297,23.155881881713867,"c(28.2712525375269, -30.829827234808)"
1,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0.5,0.42,0.42,833,11.6,36.53096008300781,19.539613723754883,16.732589721679688,"c(28.3999835414499, -30.8356377282477)"
2,Batlokoa,Tsitsa,9656.994935572598,0.6864859492632991,6629.391335377427,0.17667757931932349,0,0.49,0.49,775,15.3,39.34626770019531,19.07048797607422,16.076757431030273,"c(28.4228710604682, -30.8995644295233)"
